state_code,num_employee_code,naics_code,inst_type_code,birth_date,sex,date_filed,closure_code,basis_code,issue_code,litigation_case_type
MN,A,812112.0,E,07/21/49,F,06/30/10,M1,,W1,
FL,B,561110.0,E,02/24/64,M,05/13/10,,Z4,D2,
NC,B,623110.0,E,12/10/56,F,08/04/10,,OR,T2,
MS,A,,E,10/05/82,F,10/08/09,M1,RB,A3,
TX,B,,K,02/14/53,M,10/19/09,M3,OR,D2,
NC,A,722211.0,E,04/11/84,F,03/26/10,M3,AO,D2,
NY,D,,E,07/12/48,M,06/11/10,M3,OA,I1,
TX,C,326112.0,E,05/05/56,F,02/04/10,M3,OR,H1,
NC,D,444110.0,E,01/07/71,F,04/12/10,M3,GF,T2,
AL,A,,E,08/30/65,M,11/18/09,M3,OR,I1,
WI,C,,E,06/13/56,M,06/08/10,Y2,Z2,D1,
AZ,D,522110.0,E,12/10/67,M,07/30/10,,UB,B1,
MS,D,713290.0,E,11/02/75,F,08/18/10,M3,OR,D2,
NY,D,334111.0,E,03/23/64,M,02/03/10,M3,UA,A3,
TX,D,,E,,M,09/24/10,,WA,D2,
VA,,,E,,F,10/22/09,,RB,O1,
AR,A,,E,06/14/84,M,02/18/10,M2,RB,D2,
IL,A,811411.0,E,02/17/68,M,04/12/10,N2,U2,D2,
FL,D,,E,,F,05/10/10,M3,T3,H1,
FL,A,,S,01/03/57,F,10/23/09,,OR,C1,
CO,D,523930.0,E,05/11/57,M,03/12/10,M1,OR,D3,
PA,C,,K,02/18/62,M,12/24/09,M3,OR,H1,
GA,A,722110.0,E,07/01/87,F,09/01/10,,RB,W1,
TX,D,,E,08/03/69,M,06/29/10,,GM,T2,
KS,A,611110.0,K,06/19/60,F,08/17/10,,UA,D2,
FL,A,561330.0,P,07/12/87,F,03/11/10,M1,OO,D2,
WA,D,551114.0,E,11/15/66,F,01/25/10,N2,Z4,D2,
NY,C,,E,03/03/62,F,12/15/09,M3,RI,D2,
TX,A,621399.0,E,03/05/81,M,06/23/10,M3,RB,H2,
PA,A,,E,06/17/48,F,04/20/10,M3,GF,T2,
AR,A,531390.0,E,04/05/53,F,01/19/10,M3,NM,D2,
NY,D,,E,,M,12/04/09,,Z2,T2,
MO,D,,E,04/07/55,M,07/22/10,M3,W3,D2,
FL,A,,E,12/07/84,F,09/02/10,,OR,S4,
TX,D,561499.0,G,11/25/61,M,12/10/09,M2,RB,P3,
NY,,332999.0,E,08/18/65,M,03/03/10,,T3,A3,
FL,D,623990.0,E,06/04/57,M,03/08/10,,RS,D3,
FL,A,,E,03/08/71,F,02/16/10,Y1,Z2,D3,
MO,C,611110.0,K,03/24/71,F,11/05/09,N2,RM,D2,
NJ,A,,K,11/12/44,M,06/08/10,N2,RB,P3,
CA,A,,E,01/01/54,M,03/31/10,N2,OR,D2,
TX,A,561612.0,E,09/24/49,M,04/07/10,M3,RW,A3,
TX,B,,E,11/24/85,M,01/25/10,M3,RW,W1,
MD,C,722211.0,E,05/20/56,N,08/11/10,,OA,C1,
NJ,C,611110.0,K,11/27/48,M,06/24/10,,NE,T2,
MN,D,611310.0,N,05/12/71,F,02/18/10,M3,RB,H1,
NC,B,622110.0,E,07/30/63,F,11/19/09,,OR,H1,
IL,D,312111.0,E,06/25/76,F,06/22/10,,GF,D2,
GA,C,,E,,F,12/07/09,M3,GF,H1,
VA,A,624310.0,E,,M,02/18/10,,WA,D2,
WI,A,,E,03/20/65,M,11/12/09,M3,GM,D2,
IL,C,721110.0,E,,F,11/24/09,,AO,D2,
VA,U,,G,,F,07/28/10,,OR,H1,
TN,D,,E,08/27/54,F,10/15/09,M3,RB,D2,
MN,D,334419.0,E,08/17/86,F,12/30/09,,Z2,E1,
PA,C,,E,06/21/80,F,07/16/10,M3,RB,D2,
TX,D,713110.0,E,04/12/83,M,06/21/10,M3,UD,D2,
CA,D,622110.0,E,07/14/52,F,01/07/10,M3,OR,R6,
MO,C,,E,,F,08/27/10,N2,GF,S4,
NY,B,,E,04/08/59,M,09/02/10,,RB,H2,
FL,C,,E,09/23/52,F,10/01/09,M3,NO,D3,
TX,A,,E,07/29/58,F,09/28/10,M3,OR,D2,
KY,U,622110.0,E,01/15/54,F,08/17/10,M3,OA,D2,
IL,D,541110.0,E,03/03/58,N,11/05/09,M3,OA,D2,
FL,A,624110.0,E,02/16/77,F,10/01/09,M3,Z2,T3,
AR,A,,E,07/01/64,F,09/16/10,M3,OR,T2,
NC,D,722310.0,E,04/08/75,F,05/13/10,M3,OR,T2,
MD,U,,E,,M,11/04/09,,RS,H1,
IL,A,541990.0,E,,F,06/09/10,M3,RB,W1,
FL,D,922190.0,G,09/19/53,F,11/04/09,N2,UA,D2,
MS,D,327910.0,E,10/29/58,M,01/20/10,M3,NO,D2,
IL,A,623210.0,E,10/22/59,F,10/30/09,,NO,T2,
TX,D,,P,02/07/49,M,04/22/10,M3,OA,C1,
CA,D,812210.0,E,01/21/71,F,02/09/10,,AJ,D2,
WV,D,622110.0,G,10/21/74,M,06/11/10,,OR,R6,
FL,A,493110.0,E,10/20/69,M,08/05/10,,NO,H1,
IL,D,,E,05/18/88,M,10/07/09,M3,W5,D2,
PA,D,,G,12/17/61,M,09/24/10,N2,OR,W1,
MS,A,,G,01/25/52,M,06/17/10,M3,RB,H2,
NY,D,334511.0,E,04/13/62,F,01/22/10,,RS,W1,
KY,A,336322.0,E,10/06/55,F,08/10/10,M3,PF,W1,
CA,B,,E,09/20/81,F,01/14/10,M2,Z2,T2,
SC,D,,E,07/16/66,N,02/26/10,,Z2,D2,
AZ,A,,E,01/20/47,F,08/16/10,M2,OA,D2,
IN,D,,G,08/25/51,M,10/29/09,M3,T3,D2,
FL,D,,E,12/28/48,F,09/20/10,M3,OR,H1,
CA,D,,K,02/23/71,F,11/02/09,N2,OC,T2,
IL,D,561210.0,E,12/10/79,M,08/04/10,,,H1,
TX,D,,E,09/01/74,F,04/16/10,M1,OR,D2,
MO,B,,E,10/25/79,F,07/19/10,Y2,GP,T2,
MI,A,484121.0,E,06/30/62,M,12/03/09,M3,UB,D2,
NY,A,,E,,F,12/17/09,M2,GF,T2,
CA,D,,E,01/28/68,M,08/20/10,,RB,D3,
MO,U,521110.0,E,11/21/56,F,03/12/10,M3,OR,D2,
PA,U,,E,03/04/90,M,07/19/10,Y2,RB,D2,
AL,A,,E,02/28/70,F,04/09/10,M2,GF,S4,
IN,C,,E,07/08/81,M,08/04/10,M3,RB,S5,
GA,D,,E,10/22/72,M,11/30/09,N2,GM,T2,
AR,A,,E,02/16/80,M,05/25/10,M2,OC,T2,
MS,A,,E,08/12/79,F,03/26/10,,RB,D2,
SD,B,722110.0,E,03/23/73,F,12/23/09,,WL,R6,
NJ,C,,E,08/21/46,F,12/02/09,M3,GP,D2,
VA,D,561210.0,E,01/19/59,F,02/02/10,M2,UE,R6,
VA,A,,M,,F,07/29/10,,,D3,
IN,B,,E,06/27/56,M,05/21/10,M1,OA,D1,
WI,C,,E,05/28/80,F,10/09/09,M3,RB,D2,
CA,D,541511.0,E,05/18/64,M,01/28/10,,Z2,T2,
GA,C,531390.0,E,12/24/51,M,03/05/10,M3,OA,D2,
MN,D,444130.0,E,01/21/49,F,08/17/10,M1,VB,W1,
IN,,331111.0,E,02/18/58,F,10/02/09,M3,OR,D2,
NV,U,,E,11/17/62,F,08/18/10,,OR,D2,
IN,D,,E,09/09/57,F,11/16/09,M3,PF,W1,
FL,A,,E,05/07/85,,04/23/10,M5,OR,W1,
VA,C,,G,01/19/71,M,01/14/10,,OR,D2,
MI,B,623110.0,E,04/03/62,F,07/13/10,M3,UA,D2,
SC,D,522110.0,E,07/02/74,F,12/01/09,M3,AM,H1,
CA,D,611110.0,K,07/16/62,F,09/08/10,M1,OA,H1,
IL,U,921190.0,G,07/21/60,F,03/10/10,N2,OR,S5,
OH,D,511110.0,E,09/02/73,F,11/30/09,M3,UB,D2,
NY,,624310.0,E,11/12/62,M,01/29/10,M3,OA,T2,
MS,A,,E,01/01/73,F,03/30/10,,RB,D3,
NJ,C,622110.0,E,12/29/85,F,08/02/10,,GF,F1,
KS,D,561210.0,E,07/13/55,F,04/21/10,N2,GF,D2,
CA,A,,E,11/04/70,M,06/04/10,,NH,H1,
IN,B,339999.0,E,11/12/69,F,11/24/09,M3,UB,R6,
MO,C,921190.0,G,01/13/50,M,10/01/09,M3,OA,H2,
VA,D,,E,11/28/62,M,08/26/10,,Z4,H1,
IN,D,713210.0,E,,N,03/22/10,,RB,T2,
PA,D,722110.0,E,04/12/90,F,08/06/10,N2,GP,D2,
CA,D,561720.0,E,06/22/53,F,06/29/10,N2,Z3,R6,
KY,C,,E,01/04/67,M,03/01/10,,RB,H2,
OH,D,541611.0,E,01/03/61,F,01/11/10,M3,RB,H1,
MO,,445110.0,E,05/19/58,F,11/02/09,M3,GF,D2,
WI,D,541330.0,E,06/16/57,F,07/28/10,,OA,D3,
NY,D,,G,09/25/66,F,03/02/10,,T3,O1,
CO,A,339112.0,E,02/19/72,F,09/24/10,N2,Z4,C1,
OH,D,,E,12/10/58,M,08/06/10,M3,OA,D2,
FL,A,,E,11/29/79,F,03/08/10,,RB,H1,
VA,D,444130.0,E,,F,07/26/10,M3,RB,W1,
FL,U,,E,06/30/66,N,06/09/10,N2,VB,R6,
IL,D,221112.0,E,08/31/57,M,09/13/10,,OO,P4,
OH,B,562920.0,E,09/26/50,M,05/05/10,N2,OA,D2,
NC,D,,E,09/24/63,F,04/13/10,N2,RB,P3,
NM,D,522110.0,E,09/29/57,F,09/08/10,M3,GF,D3,
TN,C,623110.0,E,09/23/67,M,11/04/09,M3,RB,T2,
CA,U,,E,11/04/31,F,01/27/10,N2,OR,T2,
VA,D,,E,01/01/68,M,01/19/10,M3,OA,I1,
CA,U,,M,12/23/72,F,12/08/09,X2,GF,H1,
CA,A,,E,06/15/83,M,08/23/10,,GM,T2,
KS,D,311812.0,E,03/01/48,M,03/24/10,N2,OA,R1,
HI,A,,E,06/24/55,F,04/21/10,,OR,D2,
FL,C,,K,03/11/48,F,10/08/09,,OA,S3,
AL,C,611110.0,K,08/13/62,,08/20/10,,RB,H2,
FL,B,,G,10/11/70,M,03/03/10,,OC,D3,
KY,A,,E,07/02/85,F,05/26/10,M3,RB,H1,
SC,C,622310.0,E,02/29/52,F,11/03/09,M3,OR,S5,
CA,D,444110.0,E,06/19/74,F,03/16/10,,GF,D2,
AZ,,484121.0,E,11/21/39,F,12/02/09,M3,NH,D2,
CT,B,,E,,F,05/27/10,M3,RW,S5,
AZ,A,,E,10/20/79,F,03/29/10,,OR,D2,
FL,D,,E,01/15/52,M,08/24/10,M3,OA,D2,
MS,A,,E,06/24/58,M,05/11/10,,RB,T2,
TN,C,621111.0,E,08/10/56,M,12/17/09,M3,OR,C1,
AZ,D,522110.0,E,05/20/68,M,10/05/09,M3,RB,T2,
KS,U,,E,06/17/56,F,02/18/10,,GF,I1,
CA,B,611310.0,E,03/23/54,F,03/04/10,,OA,D2,
UT,D,481111.0,E,07/24/77,M,05/14/10,M3,Z4,R6,
MD,A,,N,05/05/51,M,12/01/09,M3,OR,I1,
MN,C,611110.0,K,01/03/44,M,11/30/09,M3,GM,A3,
NY,B,,G,,M,11/04/09,M3,GM,O1,
SC,,445110.0,E,05/14/90,F,08/09/10,,AO,P3,
CA,D,,E,08/23/80,M,01/21/10,M2,RB,I1,
NY,D,921190.0,G,08/26/52,F,07/21/10,M3,OA,T2,
MI,D,444110.0,E,03/28/43,F,01/06/10,M3,OA,D3,
NC,D,322121.0,E,07/22/49,F,11/10/09,M3,OR,D2,
IL,,336211.0,E,06/01/78,M,06/01/10,M3,RB,D3,
TX,D,336112.0,E,01/23/67,M,10/07/09,,RB,W1,
VI,D,324110.0,E,08/27/52,N,05/28/10,,NO,T2,
NV,D,,E,11/02/74,M,03/02/10,,WL,D3,
FL,U,311999.0,E,12/17/85,F,06/22/10,N2,GP,S5,
FL,C,422490.0,E,01/21/65,M,10/21/09,M3,RB,T2,
FL,A,722110.0,E,06/17/60,M,03/03/10,,NO,T2,
DC,D,,I,11/15/62,M,01/04/10,M3,OA,D3,
OK,A,,E,12/01/58,M,02/26/10,M3,Z2,D3,
AL,A,482111.0,E,03/03/68,M,04/15/10,N2,NO,A3,
AZ,B,238910.0,E,10/20/65,F,03/11/10,,GF,S4,
IL,D,561499.0,G,11/12/62,M,10/06/09,,T3,T2,
TN,A,,E,01/29/82,F,02/17/10,X1,OR,D3,
CA,D,813930.0,U,12/08/66,M,06/16/10,N2,Z4,R4,
MO,,,E,03/23/50,N,06/01/10,N2,U2,D2,
WA,A,,E,06/23/46,F,08/27/10,,OR,T2,
VA,D,521110.0,E,,M,09/03/10,,VB,H1,
GA,D,445110.0,E,01/11/75,F,08/10/10,,RB,D3,
MN,A,,E,,M,01/06/10,N2,RM,W1,
IL,D,326199.0,E,01/01/70,N,08/27/10,Y1,NH,D2,
CO,A,441110.0,E,09/24/87,F,09/30/10,,OR,D2,
GA,D,481111.0,E,08/20/75,F,08/26/10,M3,OR,H1,
HI,D,,E,10/28/55,F,10/09/09,N2,RW,P3,
MI,A,722330.0,E,03/02/91,F,02/18/10,,UB,R1,
NC,C,523999.0,E,07/27/54,F,11/23/09,M3,RB,O1,
CA,,813930.0,E,08/30/58,M,04/14/10,N2,RB,H1,
NY,U,622110.0,E,04/15/68,F,03/29/10,Y1,OR,O1,
MD,B,721110.0,E,02/07/72,M,05/28/10,M3,RW,D2,
TX,D,,E,11/22/55,F,11/06/09,M3,OA,P3,
MN,D,,E,02/19/66,F,01/26/10,,UB,R6,
CA,A,,E,07/17/50,F,08/24/10,,OR,D2,
OR,A,624190.0,E,11/16/59,M,09/13/10,,RB,D2,
AL,B,,E,11/20/53,M,03/30/10,,OR,H1,
NY,C,623990.0,E,05/10/52,F,01/04/10,M2,,W1,
VA,D,334612.0,E,05/08/68,M,04/19/10,M3,OR,H2,
TX,U,,E,,F,12/10/09,M3,GF,T2,
TX,D,,G,01/24/51,M,11/04/09,M1,W2,D3,
TX,N,236116.0,E,11/27/46,M,12/17/09,Y2,OA,H1,
KY,C,,E,11/23/35,N,04/15/10,N2,RS,H1,
OK,D,,E,06/24/77,M,01/20/10,M3,GM,P3,
NY,N,,E,,F,06/22/10,Y1,OR,T2,
CA,D,,G,06/10/63,F,09/23/10,,OR,T2,
CA,A,,E,04/09/55,M,03/18/10,M3,OR,P3,
TX,A,,E,08/11/56,M,01/12/10,M5,U2,D2,Individual
NY,D,622110.0,E,,F,07/15/10,,T1,R6,
NY,A,,E,,M,07/06/10,,GM,D2,
IL,D,517919.0,E,01/01/53,M,05/19/10,,VB,L1,
FL,D,448140.0,E,09/13/62,F,07/29/10,M2,OA,P3,
TX,D,,E,12/12/69,F,03/17/10,M3,GF,D2,
TN,,624310.0,E,08/25/83,M,02/17/10,M2,RB,D3,
PA,B,561440.0,E,03/16/60,F,08/03/10,M2,OA,D2,
KY,C,,E,05/05/73,F,04/12/10,M3,RB,D2,
NC,C,621511.0,E,04/22/74,F,11/06/09,M3,RB,D2,
NC,U,722110.0,E,06/06/87,N,08/31/10,,Z2,D2,
MD,D,,E,09/07/59,F,04/16/10,M2,OR,C1,
NY,D,,E,05/15/65,F,12/08/09,N2,OC,P3,
OK,D,921190.0,G,05/28/79,F,10/01/09,M3,RB,T2,
PA,A,611110.0,E,03/09/80,F,04/16/10,,RB,E1,
AR,C,311613.0,E,11/20/74,M,11/02/09,M3,RB,D3,
AL,U,,E,10/01/74,F,09/20/10,M3,OR,H1,
OH,A,621999.0,E,,M,10/20/09,M2,RB,D2,
AZ,A,,E,11/12/61,M,08/24/10,,RB,W1,
NY,A,,E,,M,01/06/10,M3,RB,T2,
WI,D,,E,08/28/75,F,02/01/10,N2,Z2,D2,
MI,D,452112.0,E,09/12/51,F,04/21/10,M3,T3,R6,
SC,B,,E,07/17/48,F,01/14/10,M1,UB,D3,
CA,D,621610.0,E,12/03/63,F,06/08/10,,OR,H1,
TN,B,611110.0,K,03/31/43,F,11/02/09,M3,OA,T3,
TN,B,,E,05/14/67,F,08/06/10,,Z2,D2,
AL,A,,E,03/24/56,M,12/07/09,M3,RB,D2,
FL,D,,E,11/18/67,M,06/24/10,M3,U2,R6,
CA,B,,E,10/05/60,M,12/08/09,Y2,RW,T2,
CA,A,,G,08/03/62,M,03/12/10,,Z4,H1,
PA,A,923120.0,E,07/15/60,F,05/12/10,N2,FB,T2,
CA,C,,E,05/22/76,M,11/24/09,,RB,H2,
NY,D,,E,05/17/67,F,10/19/09,Y2,GP,T2,
PR,U,,E,08/22/58,F,11/20/09,M3,GF,C1,
IL,D,485410.0,E,09/03/62,M,04/12/10,M3,OA,H1,
WA,U,,E,09/12/81,F,08/13/10,M3,NO,T2,
AR,A,,E,02/11/62,F,08/31/10,M2,OA,T2,
CO,B,621498.0,E,,M,02/17/10,N2,GM,S4,
NY,A,,G,06/03/59,F,10/09/09,M3,GF,B1,
IL,B,323110.0,E,04/28/54,F,04/01/10,,UB,T2,
CA,D,,K,12/27/59,F,01/06/10,N2,OA,L1,
TX,A,,E,12/04/49,M,10/22/09,N2,OA,L1,
MD,U,,E,09/30/62,M,02/24/10,,OR,C1,
FL,A,,E,,F,10/08/09,,OR,S4,
IN,A,,E,02/08/71,M,09/16/10,M3,Z2,H1,
IL,D,485113.0,E,03/11/68,M,04/23/10,N2,RB,D2,
IN,C,445110.0,E,10/08/60,M,10/16/09,M1,RB,D2,
TX,A,622110.0,G,12/20/59,F,09/30/10,M3,RB,D2,
FL,D,,E,09/08/76,M,09/22/10,,RW,D2,
CA,D,,E,07/31/54,M,07/28/10,,RS,H1,
MD,D,722310.0,E,07/12/62,F,12/16/09,,GF,T2,
FL,D,,G,08/31/54,M,06/30/10,,OR,S5,
WI,D,622110.0,E,05/22/77,F,10/28/09,M2,RB,D2,
GA,U,,E,,N,12/10/09,,OR,D2,
NC,D,,E,,F,04/16/10,M2,OR,R3,
SC,C,326199.0,E,03/09/62,M,04/22/10,,RB,D2,
TX,B,622110.0,E,07/25/57,,03/17/10,M3,OR,H2,
CA,D,,E,12/28/68,F,07/28/10,M2,RB,D3,
PA,D,921190.0,G,04/04/68,M,09/09/10,,Z2,H1,
OK,D,,E,02/15/77,M,08/20/10,M3,OR,D2,
NM,C,921190.0,G,05/10/62,F,05/18/10,M3,GF,I1,
TX,B,611710.0,E,09/07/59,F,06/07/10,M3,NO,D2,
NM,D,,G,06/30/81,F,09/16/10,M3,RB,H1,
NY,C,621999.0,E,09/18/80,F,04/09/10,M3,OR,R2,
IN,U,,G,10/30/66,M,02/02/10,X1,Z4,D2,
FL,A,721110.0,E,09/13/60,F,08/04/10,,OA,H1,
CA,D,921190.0,G,02/25/68,M,01/11/10,,OR,D2,
PA,A,541840.0,E,04/30/55,F,09/13/10,,OA,D2,
IL,C,511130.0,E,02/25/82,M,02/16/10,M3,RB,D2,
NY,D,,G,05/06/67,F,12/03/09,M3,RB,D2,
CA,A,611110.0,K,09/14/70,M,01/05/10,,NO,H1,
SD,D,515120.0,E,03/19/78,F,06/29/10,,Z2,A3,
MD,D,522110.0,E,10/27/58,F,04/09/10,M3,OR,D2,
NY,U,,U,05/12/52,M,03/17/10,,OA,U1,
FL,A,925110.0,E,12/18/60,F,09/15/10,,OR,R6,
AZ,D,,E,04/22/82,F,12/04/09,,GF,S4,
FL,D,481111.0,E,09/15/44,M,04/21/10,,OR,T2,
IL,D,324110.0,E,03/01/66,M,04/26/10,M3,RB,L1,
NC,A,481112.0,E,09/15/63,M,10/01/09,M1,RB,D3,
IL,D,561790.0,E,10/24/53,M,11/25/09,M3,OR,D3,
TN,U,,E,01/30/67,M,03/01/10,,Z4,R2,
OK,D,,G,02/05/53,M,10/15/09,M3,VB,D2,
MD,D,,E,07/19/68,M,09/21/10,,OR,J1,
TX,D,334413.0,E,05/22/62,M,09/29/10,,NO,D2,
IL,D,,G,07/22/70,F,04/22/10,M3,GF,R4,
FL,A,339999.0,E,10/10/74,F,04/07/10,,NH,B3,
NY,B,,E,09/05/69,M,10/28/09,M3,OR,D3,
AR,A,334416.0,E,06/15/79,F,02/04/10,M3,GF,S5,
NJ,D,541219.0,E,02/24/70,M,02/04/10,,RB,D2,
VA,D,221210.0,E,01/07/40,F,03/11/10,M1,OA,O1,
PA,D,622110.0,E,04/01/58,F,06/18/10,,OA,D2,
VA,B,,E,07/17/54,M,03/11/10,M3,RB,H2,
CA,C,,E,03/23/54,M,06/22/10,,OR,R6,
OK,D,236220.0,E,10/01/75,F,09/30/10,N2,GF,P3,
CA,U,,G,,N,02/25/10,M3,RO,O1,
CA,D,,G,07/13/61,F,09/02/10,,OR,T2,
AR,A,,E,05/24/80,F,08/31/10,M3,Z3,D2,
PA,D,442110.0,E,11/08/49,F,02/12/10,,OR,D3,
IL,C,531311.0,E,11/02/59,F,06/29/10,,RB,H1,
NC,D,447190.0,E,01/24/58,F,01/12/10,M3,OR,D2,
CA,U,525990.0,E,08/31/55,M,10/09/09,N2,OR,T2,
MN,D,622310.0,E,11/18/58,M,08/20/10,,GM,S5,
NY,A,,E,08/11/69,F,09/29/10,M3,OR,D3,
IL,D,,E,03/28/85,F,05/17/10,N2,RB,T4,
CO,C,721110.0,E,04/26/66,N,02/03/10,N2,NH,H1,
TX,C,923110.0,E,,F,02/25/10,N2,OR,T4,
GA,C,,E,08/31/67,F,11/25/09,,RB,H1,
IL,C,561110.0,E,09/08/67,M,01/13/10,N2,GM,D3,
NY,D,,E,07/09/70,F,05/12/10,M3,GP,H2,
OR,A,,E,07/05/62,F,03/05/10,M3,OC,D2,
PA,B,323110.0,E,10/06/68,M,09/14/10,Y2,NH,L1,
NY,D,,E,02/08/58,M,01/13/10,M3,GM,T2,
FL,D,622110.0,E,03/21/74,F,09/10/10,,GF,H1,
MN,A,,E,,M,01/06/10,N2,OR,T2,
MD,D,561621.0,E,04/27/72,F,04/22/10,,GF,D2,
NY,D,,G,09/16/68,M,03/01/10,,GM,T2,
NC,D,424820.0,E,04/04/59,M,10/01/09,M3,T3,D2,
TX,U,,G,,N,05/13/10,,RB,H1,
AZ,D,,N,09/17/82,M,12/28/09,M3,Z2,D3,
IL,A,482111.0,E,12/21/75,F,05/18/10,,RB,P3,
NY,D,,E,,M,12/11/09,M3,OR,D2,
CO,,624120.0,E,01/19/65,F,02/04/10,M3,U6,D2,
CA,D,448140.0,E,08/03/84,F,07/27/10,,AA,D3,
KS,D,541219.0,E,01/27/73,F,05/19/10,M3,GF,S4,
AR,A,,E,07/14/46,F,05/12/10,M3,RW,T2,
IN,D,622110.0,E,12/12/68,F,09/17/10,M3,GF,D2,
WI,A,621999.0,E,03/29/71,F,01/05/10,X2,RB,A3,
TX,A,,E,05/23/65,F,02/10/10,N2,OR,H1,
TX,D,622110.0,G,03/27/63,F,08/24/10,M3,UA,D3,
TX,A,,E,02/04/49,F,09/01/10,,OR,H1,
CA,D,611110.0,K,,F,03/30/10,,RB,S5,
NY,U,,E,12/01/67,M,10/19/09,Y1,AM,D3,
NC,D,,E,01/31/64,M,04/07/10,,GM,D2,
WV,A,813930.0,U,07/02/62,F,12/08/09,Y1,AO,U1,
CA,D,,E,05/03/51,F,04/23/10,,OR,L1,
MN,A,921190.0,E,02/15/60,F,03/11/10,M3,OA,W1,
VA,A,,E,08/09/80,F,04/30/10,Y1,GF,S4,
LA,B,,G,08/22/77,F,11/20/09,,UB,H1,
IL,D,561110.0,E,10/29/50,F,09/17/10,M3,RW,T2,
AZ,D,,G,02/26/71,M,03/15/10,,Z2,R6,
CO,A,332322.0,E,02/28/57,F,10/20/09,M3,OA,T2,
NY,C,512110.0,E,11/07/78,F,09/09/10,M2,OR,E1,
FL,D,921190.0,G,,M,01/12/10,M3,RB,T2,
NC,D,,E,08/17/76,M,12/28/09,,RB,D2,
MN,D,452112.0,E,03/22/75,F,10/05/09,N2,GF,T2,
PA,A,922120.0,G,07/03/47,M,07/12/10,,AO,R6,
AR,A,722110.0,E,09/26/86,F,06/15/10,M3,RB,D2,
NC,,334111.0,E,02/20/79,F,07/15/10,M3,OR,H1,
IN,D,484121.0,E,04/06/65,M,03/11/10,M3,OR,D2,
VA,D,921120.0,G,10/25/53,M,06/25/10,,NO,H2,
NY,,452910.0,E,12/22/43,F,07/01/10,,OA,D2,
CO,A,,E,04/05/60,M,08/10/10,,OR,R6,
CA,D,444190.0,E,08/05/60,N,12/15/09,N2,W5,D2,
FL,D,452910.0,E,08/17/50,F,05/06/10,N2,OR,H1,
VA,D,,E,,F,05/03/10,,OR,D3,
WI,,541211.0,E,02/11/75,M,02/24/10,Y2,GM,H2,
PA,D,,E,02/11/79,F,05/11/10,,OR,T2,
NJ,D,492110.0,E,05/07/65,F,03/31/10,M3,OR,T2,
CA,D,,E,09/17/62,F,06/03/10,,RB,H1,
CA,A,,E,,F,12/04/09,M2,GF,H1,
UT,D,,E,08/11/56,F,05/03/10,M3,OR,D2,
IA,D,623110.0,E,07/14/80,F,05/05/10,,GP,D2,
MI,C,453998.0,E,,M,04/28/10,,OR,D2,
NY,D,511120.0,E,05/18/73,F,09/27/10,,OR,W1,
CA,A,561499.0,O,04/18/71,M,01/29/10,M3,RB,B2,
TX,D,,E,06/20/55,M,08/04/10,M3,OR,A3,
OH,D,611310.0,I,03/27/68,F,03/30/10,M3,RB,T2,
PA,A,813930.0,U,10/01/60,M,01/06/10,M3,OR,U1,
IN,B,,E,,F,09/01/10,M1,GP,T2,
CA,D,,G,12/02/63,F,10/13/09,,Z2,D3,
AR,B,321912.0,E,08/14/52,M,07/20/10,M3,OA,S5,
GA,B,922120.0,E,11/28/58,M,05/19/10,,OR,T2,
CA,U,,G,02/10/55,F,08/31/10,Y2,OA,P3,
AL,A,453998.0,E,03/31/68,M,09/29/10,M3,GM,D2,
VA,D,325120.0,E,,F,10/27/09,X2,OR,T2,
CA,D,621491.0,E,07/02/61,F,09/10/10,,OR,R6,
OK,A,,E,03/09/76,M,12/10/09,M2,RB,H1,
NY,D,,G,11/24/80,M,12/12/09,M3,OR,O1,
TX,U,,E,,M,11/03/09,M3,RB,H1,
OH,D,,E,02/03/76,F,03/04/10,M3,GF,P3,
MI,D,921140.0,G,01/10/47,F,10/29/09,M3,VB,R6,
AZ,D,444190.0,E,07/02/58,F,09/03/10,,GF,S4,
AL,N,,E,10/10/65,F,02/02/10,Y1,GF,S4,
FL,D,,E,12/22/58,F,07/29/10,M3,NO,T2,
MS,A,,E,02/03/80,M,10/06/09,M3,GM,T2,
SC,N,,E,03/20/64,M,08/18/10,M1,UC,B3,
MO,A,517310.0,E,,F,09/30/10,N2,OR,S4,
OK,B,,E,08/22/67,M,09/30/10,M3,Z3,D2,
VA,D,621498.0,E,11/21/55,F,11/10/09,M2,OR,H2,
LA,D,,E,05/22/71,F,11/24/09,M3,OR,D3,
MO,A,,E,04/04/61,M,04/27/10,M2,W3,D2,
TX,A,,E,07/27/90,M,12/23/09,M3,Z4,D2,
GA,D,541990.0,G,11/22/63,M,08/09/10,N2,OR,B1,
MO,C,623110.0,E,09/19/75,F,11/12/09,M3,OR,D2,
NY,B,,E,,M,04/20/10,N2,RB,I1,
WI,A,,E,02/09/67,M,10/21/09,X3,RB,H1,
FL,B,445299.0,E,,F,09/29/10,,AO,D3,
MI,C,234910.0,E,12/15/73,M,04/28/10,,OR,D2,
SC,C,,E,01/28/71,F,08/26/10,N2,RB,D2,
IL,D,453998.0,E,10/08/82,F,07/23/10,M3,OR,A3,
NC,C,561499.0,P,11/23/70,M,01/13/10,Y1,OR,D2,
FL,D,611310.0,I,06/06/70,M,08/11/10,,NH,H1,
NY,A,,U,08/21/75,M,11/03/09,,NO,T2,
MI,A,493110.0,E,05/19/57,F,02/12/10,M1,OR,F1,
